3	5.578	29.47292	69.667	14.809674755441517
4	22.595	55.008818000000005	178.863	25.01807819244552
5	15.673	86.06930100000001	309.322	39.98564094532192
6	37.282	118.62899	351.437	51.79324530910907
7	31.771	154.86077799999995	478.814	68.15359329267554
8	64.452	211.259291	580.884	86.06278615705777
9	43.686	274.661779	775.946	117.20480786782376

3	1.417	14.390035	49.112	9.232656295348752
4	1.417	25.368886000000003	130.086	14.293054140093906
5	1.619	38.819615999999996	162.628	20.196520572261218
6	1.77	52.142222	166.476	23.551076100599172
7	2.016	67.46967900000001	291.661	30.601060709009275
8	2.348	88.048436	282.136	38.58189259419569
