3	5.929	31.655542508872337	76.3611971104231	16.158869031944185
4	22.427710843373493	66.00552285335115	197.56655844155844	28.323941093504736
5	16.91182364729459	100.51326901114132	345.662037037037	46.13572712299874
6	45.414560161779576	135.02347721058885	375.2682926829268	58.198084762958466
7	29.816080402010055	179.91992030462222	581.2032967032967	80.55337808949906
8	81.00413650465357	236.31931822010102	598.5955056179776	95.1767731432529
9	37.993951612903224	277.9770701439748	754.0504201680671	117.14689750731353

3	2.4210000000000003	15.78093683581454	49.18135764944276	9.598345132145777
4	2.701	27.81656588882327	138.29500580720094	14.750911873485835
5	2.723	41.17016122980328	179.06857142857143	20.795643166000644
6	2.979	55.858778567317614	174.62793914246197	24.95754638918023
7	3.121	77.03156796267201	292.906015037594	34.8616045533063
8	3.35	99.12188375029235	294.29924242424244	43.196529723170755
9	3.467	116.57829394935163	409.015	51.71867783694139

3	5.643	29.788778	73.041	15.165394609913404
4	21.745	62.125516999999995	187.524	27.029353914082463
5	16.295	101.16120099999999	345.25	46.59444954379102
6	46.265	137.91006499999997	383.638	59.47300971270137
7	31.089000000000002	173.86959999999996	556.515	77.3432218353481
8	75.296	228.15952999999996	587.406	92.32157385382878
9	39.775	285.526722	792.984	121.34383475514443

3	1.447	15.288191000000001	50.05	9.840764024459894
4	1.651	27.17794599999999	143.075	14.788350078799782
5	1.63	42.56997700000001	189.856	21.97953960140113
6	1.927	56.806305	177.987	25.75912261564634
7	2.06	74.10870899999999	300.824	33.29538832442109
8	2.501	96.322813	291.87	41.85156996888997
9	2.787	115.240903	409.053	51.203863672056414

3	5.64	29.772155	73.046	15.154420823623525
4	21.748	62.11145900000001	187.52	27.023575981263726
5	16.251	101.128496	345.146	46.58243716533354
6	45.957	137.64558800000003	383.633	59.44862033339207
7	31.073000000000004	173.51662699999997	556.076	77.31772662428864
8	75.281	227.785516	587.397	92.25775193441324
9	38.966	284.30902599999996	792.716	121.23872521859498

3	1.417	14.7239	48.043	9.502966089727064
4	1.618	26.198904	137.267	14.272488449367245
5	1.628	41.557567000000006	182.244	21.451255285713316
6	1.923	56.575973999999995	177.932	25.766614783683465
7	2.055	73.908967	300.167	33.3613451998785
8	2.461	96.12805499999997	291.799	41.92191028013293
9	2.786	115.20768	409.053	51.21961880088243
