3	5.541	29.268688000000008	71.925	14.953765728876764
4	21.525	57.22901100000001	184.945	25.79713086685884
5	15.860000000000001	87.863771	312.412	40.52486731644626
6	42.042	121.83961000000001	341.761	52.42884828632542
7	29.694	152.976705	492.897	66.89943156362024
8	64.645	200.35435100000007	521.462	80.39310150254792
9	37.33	254.14738499999999	698.627	107.33668125639012

3	1.417	14.234274000000001	47.619	9.210631107601928
4	1.419	25.02637099999999	128.117	14.197924520931268
5	1.817	37.885151	162.343	19.821367344449353
6	1.82	50.980106	156.056	22.641990299253198
7	2.217	65.09572299999999	273.204	29.081402059839498
8	2.345	84.450046	267.776	36.90252132000817
9	2.708	104.699124	376.383	46.79117279211846

3	5.539	29.296436000000003	71.621	14.97970548643612
4	21.543	57.212068	184.948	25.784428180511785
5	15.866000000000001	87.86002500000001	312.579	40.535411827541594
6	42.042	121.76346	342.018	52.45346150463491
7	29.62	152.773007	492.966	66.82828451486799
8	64.838	200.36727100000004	521.443	80.40702697483896
9	37.322	254.15662400000002	698.876	107.31807026001233

3	1.416	14.180584000000001	47.621	9.276283126963921
4	1.418	25.031392999999998	128.103	14.193332000338156
5	1.817	37.891666000000015	162.365	19.826518095072007
6	1.82	50.956096999999986	156.056	22.657398463741096
7	2.217	65.086489	273.223	29.091468609538065
8	2.345	84.418785	267.735	36.88116222265326
9	2.705	104.705523	376.405	46.791453422124285

3	5.541	29.562952000000003	71.477	14.924406060408284
4	21.947	57.63968	191.862	26.271590564988912
5	16.05	89.11552400000001	324.376	41.1511975065325
6	39.384	120.03654899999998	346.291	51.962831034410655
7	29.098	154.574569	489.32899999999995	67.54538214968504
8	66.082	203.00936000000004	525.056	80.89065474630341
9	38.022	253.74254299999998	696.776	106.86563146192474

3	1.809	14.455623000000003	49.282	9.289058202593102
4	1.42	25.483127	130.706	14.330885055339062
5	1.817	38.65825000000001	162.06	20.204599173635348
6	1.82	52.38561200000001	166.993	23.69658478473037
7	2.032	67.619446	295.747	30.76393277386362
8	2.341	88.30682100000001	281.788	38.72418625701803
9	2.681	108.203563	385.634	48.035008153557534

3	33.621	62.270796	103.889	16.79961047645289
4	57.743	94.929547	218.607	27.17927624844302
5	49.377	131.441301	376.307	44.811191223904096
6	78.299	171.77414199999998	437.632	58.052854249850554
7	73.832	218.76204900000002	579.63	77.73167784846622
8	101.676	281.31243200000006	721.442	95.71110529575088
9	92.278	344.65475200000003	923.727	127.11592520133833

3	1.417	14.381356000000004	49.602	9.336018886651628
4	1.616	25.301921	130.094	14.284735567625887
5	1.619	38.820420000000006	162.612	20.19767402374761
6	2.216	52.16419599999999	166.446	23.560441632437648
7	2.217	67.44056099999997	291.677	30.55774913547313
8	2.347	87.96470299999999	281.504	38.560357333308836
9	2.714	108.244269	387.059	48.147239800065435
