3	5.622	29.981640168177023	72.15005138746146	15.322152726801313
4	21.86459378134403	55.885842892725414	180.05611510791366	25.280985653036897
5	15.671342685370742	86.7794772021693	304.424	40.09599566538283
6	39.78506559031282	117.65793474634772	336.8363636363636	50.52231448208193
7	30.125754527162982	152.84111711157206	496.05670103092785	66.44791104097203
8	65.85495403472932	206.72102656486854	569.0869565217391	83.52315780977068
9	41.564076690211905	269.5513579208592	748.198347107438	114.39787504495337

3	2.42	14.786559813813302	48.25708502024292	9.201797697643658
4	2.553	25.89496399116663	130.8607021517554	14.182729173238918
5	2.752	38.87245117785464	163.65284974093265	19.894343836815718
6	2.82	52.0984985789822	157.3819095477387	22.97384683860891
7	3.024	69.94981267772943	291.96629213483146	31.252779039232134
8	3.376	89.54441756782134	282.3824561403509	39.2213762485027
9	3.462	109.43894802904961	394.48258706467664	48.672157123240325

3	5.354	29.161698391890784	71.91581108829568	15.110259384451133
4	21.390170511534603	55.21041001488096	179.47571428571428	25.2229526975982
5	15.351703406813629	85.91284769924444	303.51792828685257	40.019794465279226
6	37.13911290322581	116.94428436186305	336.56108597285066	50.56207325497312
7	29.511557788944724	152.27395779296936	495.7319587628866	66.4098722759391
8	64.67517875383044	205.94654667552444	567.820652173913	83.46485953739099
9	41.283551967709386	268.8692887025089	747.6475409836065	114.42717170312318

3	1.416	14.077611316740924	47.60627530364373	9.294660823297553
4	1.418	25.14819322707859	130.4224235560589	14.270120400996259
5	1.816	38.10735517764493	162.5077319587629	19.896980057220382
6	1.785	51.18849682948126	156.39	22.75546411260147
7	1.9669999999999999	69.19783063553254	291.4089219330855	31.15264976018997
8	2.247	88.85252267624416	281.89198606271776	39.159518627019764
9	2.621	108.3771385137074	392.88557213930346	48.51752066160559

3	5.357	29.219558000000003	71.931	15.126697004002121
4	21.399	55.30479999999999	179.576	25.207348890037295
5	15.357	86.140331	303.674	40.03593838130326
6	37.142	117.11893299999998	336.817	50.5798811852027
7	30.125	152.481317	495.70399999999995	66.41016965176112
8	64.567	206.00817400000003	567.785	83.45161979884368
9	41.247	268.8817880000001	747.438	114.45501502210699

3	1.416	14.060352999999997	47.6	9.310118434674115
4	1.418	25.149231000000004	130.462	14.269046573817208
5	1.816	38.10779	162.535	19.89591550911507
6	1.787	51.182539999999996	156.436	22.750844666373037
7	1.966	69.222315	291.544	31.151755261905784
8	2.251	88.875434	281.997	39.15429194552494
9	2.619	108.40307800000002	392.909	48.523854663797515
